EmpID,Age,AgeGroup,Attrition,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,AttritionRate
486,36,36-45,No,Research & Development,8,4,Medical,Male,Healthcare Representative,2,6262,5k-10k,3,Yes,15,16,14,
487,45,36-45,No,Research & Development,9,2,Life Sciences,Female,Research Director,3,14828,10k-15k,8,Yes,2,2,0,
488,38,36-45,No,Sales,14,3,Other,Male,Sales Executive,4,10764,10k-15k,2,Yes,7,4,16,
489,60,55+,No,Sales,3,2,Human Resources,Male,Manager,3,18211,15k+,5,No,15,16,6,
490,29,26-35,No,Sales,9,5,Life Sciences,Female,Sales Executive,3,8015,5k-10k,1,No,34,17,15,
491,35,26-35,No,Human Resources,12,3,Life Sciences,Male,Human Resources,1,5748,5k-10k,3,No,35,23,9,
492,25,18-25,No,Human Resources,13,1,Technical Degree,Female,Manager,3,18527,15k+,1,Yes,19,13,5,
493,59,55+,No,Research & Development,3,4,Technical Degree,Female,Healthcare Representative,3,14313,10k-15k,6,Yes,10,2,16,
494,44,36-45,No,Sales,1,1,Other,Male,Sales Representative,4,18947,15k+,2,Yes,25,12,9,
495,23,18-25,No,Research & Development,23,2,Human Resources,Female,Research Director,3,4631,Upto 5k,7,No,8,10,5,
496,36,36-45,No,Human Resources,6,4,Technical Degree,Male,Manager,1,7509,5k-10k,0,Yes,5,5,6,
497,21,18-25,No,Research & Development,9,2,Life Sciences,Female,Laboratory Technician,2,14141,10k-15k,9,Yes,0,33,13,
498,25,18-25,Yes,Research & Development,28,3,Marketing,Female,Manufacturing Director,4,8355,5k-10k,2,No,13,13,6,
499,44,36-45,No,Research & Development,1,3,Marketing,Male,Laboratory Technician,4,6910,5k-10k,3,No,37,26,2,
500,26,26-35,No,Sales,23,4,Other,Female,Sales Representative,3,11592,10k-15k,1,Yes,35,3,1,
501,48,46-55,No,Research & Development,26,5,Other,Male,Laboratory Technician,1,12609,10k-15k,4,No,19,25,11,
502,20,18-25,Yes,Sales,16,3,Technical Degree,Male,Manager,1,6877,5k-10k,5,No,9,16,3,
503,26,26-35,No,Research & Development,14,3,Marketing,Female,Research Scientist,3,17358,15k+,6,Yes,20,17,4,
504,21,18-25,Yes,Human Resources,6,1,Technical Degree,Female,Manager,2,7190,5k-10k,7,No,7,9,1,
505,53,46-55,No,Research & Development,28,2,Life Sciences,Female,Healthcare Representative,1,16899,15k+,3,No,11,10,16,
506,60,55+,No,Research & Development,1,5,Human Resources,Male,Research Director,4,7959,5k-10k,1,Yes,31,6,10,
507,25,18-25,No,Sales,4,3,Medical,Male,Sales Representative,1,13916,10k-15k,7,No,29,23,8,
508,39,36-45,No,Human Resources,11,5,Medical,Male,Human Resources,1,2436,Upto 5k,4,No,3,4,17,
509,23,18-25,Yes,Human Resources,25,4,Life Sciences,Male,Manager,2,14069,10k-15k,2,No,25,16,4,
510,49,46-55,No,Sales,20,2,Marketing,Male,Sales Representative,3,15167,15k+,8,Yes,31,19,12,
511,54,46-55,No,Research & Development,26,3,Human Resources,Male,Healthcare Representative,4,14863,10k-15k,6,Yes,2,5,10,
512,59,55+,No,Research & Development,21,5,Life Sciences,Female,Laboratory Technician,4,6081,5k-10k,6,Yes,30,19,4,
513,37,36-45,No,Sales,19,1,Human Resources,Male,Manager,1,9147,5k-10k,8,Yes,32,27,13,
514,60,55+,No,Sales,19,1,Human Resources,Male,Sales Representative,1,19627,15k+,7,Yes,11,16,1,
515,37,36-45,No,Sales,25,4,Human Resources,Female,Sales Representative,3,11287,10k-15k,2,Yes,11,5,8,
516,45,36-45,Yes,Human Resources,4,1,Medical,Female,Human Resources,4,18510,15k+,6,No,19,1,11,
517,37,36-45,Yes,Human Resources,7,1,Life Sciences,Male,Manager,1,3871,Upto 5k,3,No,9,8,13,
518,23,18-25,Yes,Human Resources,14,1,Life Sciences,Male,Human Resources,2,10860,10k-15k,7,No,30,1,14,
519,30,26-35,No,Human Resources,13,1,Marketing,Male,Human Resources,1,10661,10k-15k,6,No,31,36,17,
520,49,46-55,No,Research & Development,24,5,Other,Female,Research Scientist,2,14096,10k-15k,0,Yes,27,31,10,
521,35,26-35,Yes,Human Resources,20,3,Technical Degree,Female,Human Resources,1,14668,10k-15k,2,No,12,30,11,
522,50,46-55,No,Research & Development,11,5,Other,Female,Laboratory Technician,2,8199,5k-10k,4,No,26,23,15,
523,31,26-35,No,Sales,5,2,Medical,Male,Manager,4,10255,10k-15k,1,No,31,5,7,
524,21,18-25,No,Sales,12,2,Medical,Male,Manager,1,1594,Upto 5k,5,No,7,22,7,
525,32,26-35,No,Sales,26,3,Life Sciences,Female,Manager,2,16937,15k+,8,Yes,3,16,14,
526,57,55+,Yes,Sales,4,2,Other,Male,Sales Executive,2,4338,Upto 5k,5,Yes,18,28,16,
527,27,26-35,No,Research & Development,4,2,Technical Degree,Female,Research Scientist,1,12918,10k-15k,3,No,21,18,16,
528,35,26-35,No,Sales,22,2,Medical,Female,Sales Executive,2,13203,10k-15k,2,No,26,26,14,
529,19,18-25,No,Human Resources,23,5,Life Sciences,Male,Manager,3,15502,15k+,5,No,10,9,1,
530,60,55+,Yes,Research & Development,21,5,Marketing,Female,Research Scientist,4,5946,5k-10k,8,No,20,22,0,
531,57,55+,No,Research & Development,7,5,Human Resources,Female,Research Director,3,5812,5k-10k,6,Yes,19,5,1,
532,42,36-45,No,Human Resources,10,2,Life Sciences,Female,Manager,3,5128,5k-10k,2,Yes,1,33,18,
533,37,36-45,Yes,Research & Development,2,3,Marketing,Female,Laboratory Technician,1,14852,10k-15k,0,Yes,28,19,18,
534,47,46-55,No,Human Resources,19,5,Other,Male,Human Resources,3,12107,10k-15k,4,No,36,8,12,
535,24,18-25,No,Human Resources,27,3,Technical Degree,Male,Human Resources,2,11742,10k-15k,6,No,5,5,1,
536,48,46-55,Yes,Research & Development,22,5,Technical Degree,Female,Laboratory Technician,3,8038,5k-10k,9,No,40,27,14,
537,44,36-45,No,Human Resources,16,4,Medical,Male,Manager,2,6336,5k-10k,7,No,2,9,17,
538,56,55+,Yes,Research & Development,19,3,Life Sciences,Male,Research Scientist,1,14389,10k-15k,5,No,23,7,9,
539,27,26-35,No,Research & Development,29,3,Marketing,Male,Research Scientist,2,5657,5k-10k,7,Yes,7,35,11,
540,44,36-45,No,Sales,15,3,Technical Degree,Female,Sales Executive,2,16767,15k+,2,No,28,28,4,
541,23,18-25,No,Human Resources,13,3,Human Resources,Male,Manager,4,14422,10k-15k,4,Yes,10,1,18,
542,53,46-55,Yes,Human Resources,20,5,Human Resources,Male,Manager,2,5056,5k-10k,7,Yes,7,34,5,
543,31,26-35,No,Sales,26,5,Human Resources,Female,Sales Representative,4,9037,5k-10k,9,Yes,31,1,10,
544,44,36-45,No,Research & Development,9,1,Life Sciences,Male,Laboratory Technician,2,1788,Upto 5k,4,Yes,11,16,2,
545,44,36-45,No,Sales,11,2,Life Sciences,Male,Sales Representative,3,6544,5k-10k,6,Yes,20,3,13,
546,42,36-45,No,Research & Development,25,5,Human Resources,Male,Healthcare Representative,4,4963,Upto 5k,8,No,7,3,1,
547,53,46-55,No,Research & Development,14,2,Life Sciences,Female,Manufacturing Director,1,14339,10k-15k,3,Yes,19,4,13,
548,58,55+,No,Research & Development,5,3,Human Resources,Male,Research Scientist,2,17398,15k+,8,No,35,13,1,
549,57,55+,Yes,Sales,16,3,Human Resources,Female,Sales Representative,4,10478,10k-15k,5,Yes,37,10,9,
550,52,46-55,No,Sales,13,1,Medical,Female,Sales Executive,4,19451,15k+,3,No,21,4,8,
551,35,26-35,No,Human Resources,15,5,Marketing,Male,Manager,2,9058,5k-10k,0,No,0,0,5,
552,49,46-55,Yes,Research & Development,29,1,Human Resources,Male,Research Director,4,13870,10k-15k,1,No,24,34,11,
553,18,18-25,No,Research & Development,7,4,Life Sciences,Male,Laboratory Technician,1,5088,5k-10k,4,No,12,5,9,
554,32,26-35,Yes,Human Resources,16,5,Medical,Male,Human Resources,2,17181,15k+,6,Yes,17,23,16,
555,53,46-55,No,Research & Development,20,5,Medical,Male,Laboratory Technician,2,7349,5k-10k,1,Yes,16,36,7,
556,30,26-35,No,Human Resources,22,5,Technical Degree,Male,Manager,4,1757,Upto 5k,0,No,27,26,8,
557,51,46-55,No,Sales,25,1,Other,Male,Manager,1,16289,15k+,4,No,34,28,10,
558,30,26-35,No,Sales,26,1,Other,Male,Sales Representative,4,11967,10k-15k,1,Yes,12,5,10,
559,58,55+,No,Research & Development,26,1,Human Resources,Female,Research Scientist,3,4169,Upto 5k,3,Yes,30,1,10,
560,51,46-55,No,Sales,20,4,Life Sciences,Female,Sales Representative,1,8757,5k-10k,1,Yes,2,4,10,
561,26,26-35,Yes,Human Resources,20,4,Life Sciences,Male,Human Resources,1,3031,Upto 5k,8,Yes,18,24,12,
562,44,36-45,No,Sales,20,1,Technical Degree,Female,Manager,4,8638,5k-10k,6,Yes,21,1,14,
563,55,46-55,Yes,Human Resources,20,1,Human Resources,Male,Manager,2,7307,5k-10k,8,No,22,6,15,
564,29,26-35,No,Human Resources,2,2,Marketing,Female,Manager,3,8967,5k-10k,4,Yes,9,8,9,
565,36,36-45,No,Human Resources,22,2,Life Sciences,Male,Manager,1,13085,10k-15k,6,No,12,0,6,
566,30,26-35,No,Sales,11,5,Human Resources,Female,Sales Representative,3,16588,15k+,6,No,10,6,14,
567,32,26-35,Yes,Sales,8,4,Human Resources,Male,Sales Representative,2,1121,Upto 5k,7,No,24,13,12,
568,41,36-45,No,Sales,18,1,Medical,Female,Sales Executive,4,1324,Upto 5k,3,No,2,1,6,
569,29,26-35,No,Sales,11,5,Medical,Male,Sales Representative,2,8174,5k-10k,0,Yes,16,6,0,
570,42,36-45,No,Human Resources,10,4,Medical,Female,Human Resources,3,4636,Upto 5k,2,No,4,7,4,
571,30,26-35,No,Sales,11,5,Technical Degree,Male,Sales Executive,1,18450,15k+,9,Yes,34,18,4,
572,21,18-25,No,Research & Development,19,4,Medical,Male,Laboratory Technician,4,10177,10k-15k,9,Yes,10,8,12,
573,49,46-55,No,Human Resources,23,3,Human Resources,Female,Manager,4,18003,15k+,7,No,37,25,18,
574,31,26-35,No,Human Resources,8,4,Medical,Female,Human Resources,4,8193,5k-10k,6,Yes,23,12,17,
575,23,18-25,No,Sales,8,5,Life Sciences,Female,Sales Executive,3,10668,10k-15k,6,No,29,27,13,
576,38,36-45,Yes,Research & Development,15,2,Marketing,Male,Manufacturing Director,3,9946,5k-10k,1,No,32,24,17,
577,35,26-35,Yes,Human Resources,12,1,Human Resources,Male,Human Resources,3,8462,5k-10k,3,No,16,6,8,
578,56,55+,No,Sales,1,3,Marketing,Female,Manager,4,5517,5k-10k,6,Yes,30,32,4,
579,32,26-35,No,Research & Development,19,5,Technical Degree,Female,Laboratory Technician,3,7877,5k-10k,1,No,12,27,13,
580,46,46-55,No,Sales,19,2,Marketing,Male,Sales Representative,4,19299,15k+,5,No,14,1,13,
581,52,46-55,No,Human Resources,19,1,Medical,Male,Manager,3,10818,10k-15k,9,No,24,13,12,
582,42,36-45,Yes,Sales,19,4,Other,Female,Manager,1,7171,5k-10k,2,Yes,35,11,1,
583,19,18-25,Yes,Human Resources,13,3,Medical,Male,Manager,3,7117,5k-10k,8,Yes,29,3,11,
584,28,26-35,No,Human Resources,4,2,Human Resources,Female,Human Resources,4,11707,10k-15k,1,No,13,8,6,
585,60,55+,No,Research & Development,10,5,Medical,Female,Manufacturing Director,3,16557,15k+,3,Yes,9,10,2,
586,33,26-35,No,Research & Development,29,4,Technical Degree,Female,Research Director,1,18231,15k+,1,No,29,21,9,
587,29,26-35,Yes,Research & Development,20,4,Technical Degree,Female,Research Director,2,14600,10k-15k,9,Yes,25,2,7,
588,58,55+,No,Sales,3,2,Technical Degree,Female,Sales Representative,1,18620,15k+,5,Yes,6,18,10,
589,28,26-35,No,Research & Development,15,1,Life Sciences,Female,Manufacturing Director,4,9282,5k-10k,5,No,12,13,1,
590,25,18-25,No,Sales,15,4,Technical Degree,Male,Sales Representative,1,5472,5k-10k,8,Yes,28,8,15,
591,28,26-35,Yes,Research & Development,10,1,Human Resources,Female,Laboratory Technician,2,1591,Upto 5k,1,Yes,17,9,14,
592,31,26-35,Yes,Research & Development,23,1,Other,Male,Laboratory Technician,4,2128,Upto 5k,4,No,3,34,0,
593,30,26-35,No,Sales,7,1,Life Sciences,Female,Sales Representative,1,9182,5k-10k,0,No,12,4,7,
594,28,26-35,No,Sales,4,3,Marketing,Male,Manager,2,6473,5k-10k,8,No,27,2,7,
595,40,36-45,Yes,Sales,21,3,Life Sciences,Female,Sales Executive,2,11596,10k-15k,7,Yes,4,11,11,
596,31,26-35,No,Sales,16,1,Other,Male,Sales Executive,3,14470,10k-15k,1,No,40,19,4,
597,58,55+,Yes,Research & Development,1,5,Human Resources,Female,Laboratory Technician,4,11419,10k-15k,8,Yes,32,30,0,
598,57,55+,No,Sales,14,2,Human Resources,Male,Sales Executive,1,5065,5k-10k,2,No,31,18,6,
599,31,26-35,No,Sales,20,4,Other,Female,Sales Representative,2,2242,Upto 5k,4,No,2,15,13,
600,19,18-25,No,Human Resources,7,5,Life Sciences,Male,Manager,2,8504,5k-10k,9,No,33,20,5,
601,22,18-25,No,Research & Development,2,2,Medical,Male,Research Scientist,1,17110,15k+,2,Yes,15,4,2,
602,37,36-45,No,Research & Development,6,5,Medical,Female,Manufacturing Director,3,6379,5k-10k,9,No,40,12,8,
603,41,36-45,No,Research & Development,15,4,Human Resources,Female,Research Scientist,2,14049,10k-15k,7,Yes,24,24,2,
604,52,46-55,No,Research & Development,9,4,Technical Degree,Female,Research Director,4,6006,5k-10k,4,No,35,35,15,
605,26,26-35,Yes,Sales,7,1,Life Sciences,Female,Sales Representative,4,16376,15k+,6,No,25,12,12,
606,59,55+,No,Research & Development,4,4,Human Resources,Male,Healthcare Representative,2,3334,Upto 5k,6,No,22,26,15,
607,21,18-25,No,Human Resources,8,4,Life Sciences,Female,Manager,1,13626,10k-15k,2,No,38,27,4,
608,56,55+,Yes,Research & Development,25,1,Other,Female,Laboratory Technician,4,19951,15k+,9,Yes,33,10,13,
609,34,26-35,No,Sales,22,4,Human Resources,Female,Sales Representative,4,10903,10k-15k,1,Yes,40,32,11,
610,31,26-35,Yes,Sales,6,4,Life Sciences,Male,Sales Representative,1,14040,10k-15k,6,No,18,19,5,
611,29,26-35,No,Sales,17,1,Technical Degree,Male,Sales Representative,2,5401,5k-10k,3,Yes,11,12,8,
612,58,55+,No,Research & Development,10,1,Technical Degree,Male,Manufacturing Director,3,4578,Upto 5k,1,No,1,37,7,
613,24,18-25,Yes,Research & Development,1,5,Life Sciences,Male,Manufacturing Director,2,1311,Upto 5k,8,Yes,24,3,16,
614,48,46-55,No,Research & Development,12,3,Marketing,Male,Manufacturing Director,3,12043,10k-15k,6,No,39,3,11,
615,18,18-25,No,Research & Development,29,2,Life Sciences,Male,Research Scientist,3,15972,15k+,3,No,28,25,15,
616,60,55+,No,Human Resources,27,3,Life Sciences,Female,Manager,1,7158,5k-10k,5,No,14,0,15,
617,23,18-25,No,Research & Development,16,1,Other,Female,Research Director,3,12414,10k-15k,9,Yes,9,27,18,
618,26,26-35,No,Human Resources,22,5,Technical Degree,Male,Human Resources,4,17316,15k+,1,No,34,5,7,
619,60,55+,No,Sales,23,1,Medical,Female,Sales Executive,4,3930,Upto 5k,4,Yes,16,6,3,
620,52,46-55,No,Human Resources,11,2,Human Resources,Male,Human Resources,3,17120,15k+,6,No,35,5,7,
621,25,18-25,Yes,Sales,11,5,Medical,Male,Sales Representative,3,10534,10k-15k,2,No,24,5,0,
622,55,46-55,No,Research & Development,14,3,Marketing,Male,Research Scientist,2,18550,15k+,1,No,0,12,14,
623,36,36-45,No,Research & Development,5,5,Marketing,Male,Laboratory Technician,1,8173,5k-10k,9,No,19,31,3,
624,48,46-55,No,Research & Development,13,1,Marketing,Male,Research Director,2,8068,5k-10k,3,Yes,11,31,12,
625,19,18-25,No,Research & Development,22,4,Marketing,Female,Laboratory Technician,4,18954,15k+,1,No,18,12,17,
626,26,26-35,No,Research & Development,2,3,Technical Degree,Male,Research Scientist,2,11597,10k-15k,7,No,18,9,6,
627,30,26-35,No,Sales,19,1,Other,Male,Manager,4,1299,Upto 5k,6,Yes,3,6,11,
628,21,18-25,No,Research & Development,19,4,Medical,Female,Laboratory Technician,2,4845,Upto 5k,0,Yes,15,25,15,
629,29,26-35,No,Research & Development,28,4,Marketing,Female,Research Director,3,13300,10k-15k,0,Yes,7,5,3,
630,32,26-35,No,Research & Development,19,4,Marketing,Male,Research Director,2,1754,Upto 5k,6,No,27,19,18,
631,38,36-45,Yes,Sales,27,1,Technical Degree,Female,Sales Executive,1,3080,Upto 5k,8,Yes,13,7,5,
632,18,18-25,No,Human Resources,4,1,Medical,Male,Human Resources,2,19177,15k+,1,No,2,5,3,
633,41,36-45,No,Human Resources,22,1,Medical,Female,Manager,1,18839,15k+,8,No,34,10,4,
634,38,36-45,No,Human Resources,17,2,Other,Male,Manager,1,18126,15k+,3,Yes,12,9,9,
635,56,55+,No,Sales,9,2,Other,Female,Sales Executive,1,19090,15k+,8,No,16,13,5,
636,23,18-25,No,Research & Development,5,5,Medical,Male,Manufacturing Director,3,9328,5k-10k,3,No,36,27,5,
637,38,36-45,Yes,Research & Development,20,2,Life Sciences,Female,Laboratory Technician,1,15209,15k+,8,Yes,35,24,2,
638,41,36-45,Yes,Research & Development,26,2,Marketing,Male,Research Scientist,1,11928,10k-15k,6,Yes,24,6,3,
639,37,36-45,No,Sales,23,5,Marketing,Female,Manager,1,17043,15k+,0,Yes,20,6,5,
640,53,46-55,No,Research & Development,9,1,Other,Male,Research Director,2,14194,10k-15k,2,No,36,17,1,
641,33,26-35,No,Human Resources,12,4,Human Resources,Female,Manager,3,14705,10k-15k,6,Yes,19,29,2,
642,38,36-45,Yes,Research & Development,24,2,Life Sciences,Male,Manufacturing Director,1,3953,Upto 5k,1,No,35,31,0,
643,26,26-35,No,Research & Development,22,5,Other,Male,Research Director,4,16717,15k+,0,Yes,0,27,17,
644,33,26-35,Yes,Human Resources,15,2,Other,Male,Manager,2,18305,15k+,1,No,8,32,11,
645,49,46-55,No,Sales,4,3,Other,Male,Sales Representative,1,13422,10k-15k,4,No,30,10,8,
646,58,55+,No,Sales,10,5,Life Sciences,Female,Sales Executive,4,19639,15k+,0,No,0,25,14,
647,40,36-45,No,Research & Development,24,2,Technical Degree,Female,Healthcare Representative,1,4511,Upto 5k,1,No,31,0,2,
648,44,36-45,Yes,Human Resources,25,3,Medical,Female,Human Resources,4,5058,5k-10k,5,No,23,27,5,
649,24,18-25,Yes,Human Resources,12,4,Life Sciences,Female,Manager,2,15371,15k+,1,Yes,18,2,4,
650,39,36-45,No,Research & Development,16,3,Life Sciences,Female,Manufacturing Director,4,2035,Upto 5k,8,No,8,10,12,
651,26,26-35,No,Human Resources,5,2,Marketing,Male,Manager,2,4595,Upto 5k,0,No,27,6,0,
652,36,36-45,Yes,Research & Development,14,2,Human Resources,Male,Manufacturing Director,2,10247,10k-15k,3,No,7,16,7,
653,30,26-35,No,Human Resources,17,5,Medical,Male,Manager,2,16528,15k+,3,Yes,8,6,1,
654,27,26-35,No,Research & Development,3,1,Technical Degree,Female,Laboratory Technician,3,14969,10k-15k,3,Yes,21,1,15,
655,45,36-45,Yes,Sales,12,3,Marketing,Female,Manager,2,2692,Upto 5k,5,Yes,11,2,0,
656,38,36-45,No,Sales,20,1,Technical Degree,Male,Manager,3,7946,5k-10k,7,No,21,18,3,
657,18,18-25,No,Sales,24,3,Other,Female,Manager,2,19080,15k+,4,Yes,37,8,2,
658,58,55+,No,Sales,29,2,Medical,Female,Sales Executive,1,4943,Upto 5k,1,No,19,2,6,
659,20,18-25,No,Human Resources,23,3,Human Resources,Female,Human Resources,3,5188,5k-10k,7,Yes,27,4,15,
660,50,46-55,No,Research & Development,23,2,Marketing,Male,Research Director,1,1716,Upto 5k,3,No,31,10,16,
661,46,46-55,No,Sales,13,4,Human Resources,Female,Sales Executive,2,17688,15k+,2,Yes,10,24,6,
662,50,46-55,No,Human Resources,17,3,Marketing,Male,Human Resources,3,15923,15k+,4,Yes,10,14,1,
663,36,36-45,Yes,Human Resources,29,3,Medical,Female,Human Resources,1,2280,Upto 5k,3,Yes,34,7,0,
664,58,55+,Yes,Human Resources,23,5,Marketing,Male,Manager,4,13095,10k-15k,9,No,20,3,0,
665,35,26-35,No,Research & Development,18,5,Life Sciences,Female,Laboratory Technician,3,6791,5k-10k,9,Yes,28,14,10,
666,55,46-55,No,Research & Development,24,4,Marketing,Male,Laboratory Technician,4,13958,10k-15k,1,No,11,9,5,
667,54,46-55,No,Sales,1,3,Medical,Male,Sales Executive,4,17073,15k+,9,Yes,4,9,2,
668,47,46-55,No,Research & Development,5,1,Human Resources,Male,Laboratory Technician,4,14189,10k-15k,6,Yes,7,0,1,
669,23,18-25,No,Sales,20,1,Life Sciences,Male,Sales Executive,3,9770,5k-10k,1,Yes,8,9,18,
670,37,36-45,Yes,Research & Development,2,5,Other,Female,Laboratory Technician,1,11870,10k-15k,0,Yes,6,30,9,
671,44,36-45,No,Sales,1,2,Technical Degree,Female,Manager,2,5647,5k-10k,5,No,14,0,3,
672,25,18-25,No,Research & Development,10,3,Life Sciences,Female,Laboratory Technician,1,8357,5k-10k,5,Yes,2,6,4,
673,51,46-55,Yes,Sales,14,2,Other,Female,Sales Representative,3,11972,10k-15k,5,Yes,17,31,11,
674,18,18-25,No,Research & Development,13,4,Other,Female,Research Scientist,1,5870,5k-10k,1,No,17,9,2,
675,29,26-35,No,Research & Development,14,4,Other,Female,Laboratory Technician,3,13616,10k-15k,2,Yes,24,22,17,
676,52,46-55,No,Research & Development,8,4,Life Sciences,Female,Research Director,2,17141,15k+,1,Yes,23,0,6,
677,53,46-55,No,Sales,2,3,Marketing,Male,Sales Representative,3,16529,15k+,7,Yes,35,8,7,
678,21,18-25,No,Sales,23,2,Technical Degree,Male,Sales Executive,4,5515,5k-10k,5,Yes,6,7,2,
679,28,26-35,No,Research & Development,3,2,Life Sciences,Male,Research Director,4,1989,Upto 5k,2,Yes,30,8,16,
680,48,46-55,No,Human Resources,21,1,Marketing,Male,Manager,2,14484,10k-15k,0,Yes,38,11,16,
681,43,36-45,No,Sales,27,3,Human Resources,Female,Sales Executive,2,14881,10k-15k,6,Yes,17,5,16,
682,31,26-35,Yes,Research & Development,13,2,Other,Male,Laboratory Technician,4,14120,10k-15k,7,No,25,24,5,
683,59,55+,No,Sales,4,1,Marketing,Female,Sales Representative,1,14900,10k-15k,3,No,10,12,3,
684,56,55+,Yes,Sales,7,1,Medical,Female,Sales Executive,1,1359,Upto 5k,9,Yes,36,19,1,
685,23,18-25,No,Sales,25,3,Technical Degree,Male,Sales Representative,3,11112,10k-15k,6,No,8,0,10,
686,24,18-25,Yes,Research & Development,26,4,Technical Degree,Male,Research Director,3,17455,15k+,2,Yes,29,5,2,
687,31,26-35,No,Human Resources,17,5,Other,Female,Human Resources,4,5615,5k-10k,2,No,18,10,13,
688,42,36-45,No,Sales,20,1,Medical,Female,Manager,1,8835,5k-10k,0,Yes,19,13,2,
689,47,46-55,No,Research & Development,6,1,Marketing,Female,Research Scientist,3,11279,10k-15k,1,Yes,11,10,8,
690,46,46-55,No,Research & Development,16,1,Marketing,Female,Healthcare Representative,4,5602,5k-10k,6,Yes,28,7,16,
691,41,36-45,No,Human Resources,9,1,Human Resources,Male,Manager,2,3735,Upto 5k,8,Yes,9,6,9,
692,54,46-55,No,Research & Development,28,4,Other,Male,Laboratory Technician,3,14083,10k-15k,7,No,34,4,3,
693,24,18-25,Yes,Sales,11,1,Marketing,Female,Sales Executive,4,14007,10k-15k,3,No,7,17,14,
694,27,26-35,No,Sales,11,5,Life Sciences,Female,Manager,1,16399,15k+,5,No,30,9,1,
695,45,36-45,No,Sales,3,2,Life Sciences,Female,Sales Executive,4,9842,5k-10k,1,No,28,16,16,
696,34,26-35,Yes,Sales,29,4,Marketing,Female,Manager,2,7031,5k-10k,3,No,26,3,15,
697,45,36-45,No,Human Resources,1,5,Human Resources,Male,Human Resources,1,12622,10k-15k,9,Yes,20,20,0,
698,27,26-35,Yes,Sales,22,4,Marketing,Male,Sales Representative,4,17365,15k+,2,No,40,20,3,
699,30,26-35,No,Sales,20,4,Medical,Female,Sales Executive,2,14768,10k-15k,3,Yes,23,23,0,
700,50,46-55,No,Research & Development,15,4,Technical Degree,Female,Healthcare Representative,3,5087,5k-10k,8,No,33,21,3,
701,45,36-45,No,Sales,6,5,Technical Degree,Female,Sales Representative,3,13226,10k-15k,6,No,39,6,2,
702,59,55+,No,Sales,4,4,Other,Male,Sales Executive,4,1538,Upto 5k,8,Yes,18,26,6,
703,53,46-55,Yes,Sales,16,1,Marketing,Female,Sales Representative,4,13487,10k-15k,6,Yes,23,7,16,
704,60,55+,No,Research & Development,26,4,Other,Male,Healthcare Representative,1,9667,5k-10k,6,Yes,0,1,4,
705,56,55+,No,Research & Development,19,4,Medical,Female,Research Director,2,11402,10k-15k,9,No,3,21,13,
706,42,36-45,No,Sales,17,2,Technical Degree,Male,Manager,1,6692,5k-10k,2,Yes,40,25,12,
707,53,46-55,No,Human Resources,3,1,Technical Degree,Male,Manager,2,6211,5k-10k,0,Yes,36,20,0,
708,47,46-55,No,Human Resources,29,2,Marketing,Male,Human Resources,2,12734,10k-15k,6,No,3,11,2,
709,19,18-25,Yes,Sales,20,1,Life Sciences,Male,Manager,3,19984,15k+,4,Yes,5,4,15,
710,43,36-45,No,Research & Development,14,1,Technical Degree,Male,Laboratory Technician,2,4298,Upto 5k,6,No,20,31,14,
711,37,36-45,No,Sales,21,5,Life Sciences,Male,Sales Executive,3,1332,Upto 5k,5,No,39,11,17,
712,51,46-55,Yes,Sales,1,5,Life Sciences,Male,Sales Executive,2,9339,5k-10k,5,Yes,13,1,10,
713,23,18-25,No,Sales,7,1,Marketing,Female,Sales Executive,4,5147,5k-10k,7,No,32,17,6,
714,30,26-35,Yes,Research & Development,26,5,Marketing,Male,Laboratory Technician,2,10210,10k-15k,7,No,28,25,8,
715,24,18-25,Yes,Research & Development,12,3,Other,Male,Research Director,4,13551,10k-15k,2,Yes,32,16,18,
716,56,55+,No,Research & Development,4,2,Marketing,Female,Healthcare Representative,2,18383,15k+,5,Yes,4,13,11,
717,38,36-45,No,Research & Development,1,3,Medical,Female,Laboratory Technician,3,5007,5k-10k,3,Yes,24,0,6,
718,24,18-25,No,Human Resources,29,1,Human Resources,Female,Human Resources,4,19381,15k+,5,No,12,12,1,
719,20,18-25,Yes,Research & Development,15,2,Human Resources,Female,Manufacturing Director,4,9992,5k-10k,3,Yes,18,1,18,
720,36,36-45,Yes,Sales,18,5,Life Sciences,Female,Sales Representative,1,5294,5k-10k,1,No,6,25,9,
721,40,36-45,No,Research & Development,11,4,Human Resources,Male,Healthcare Representative,4,14118,10k-15k,4,No,31,5,11,
722,19,18-25,No,Human Resources,5,1,Marketing,Female,Human Resources,2,8340,5k-10k,2,Yes,12,3,17,
723,21,18-25,Yes,Sales,10,1,Marketing,Female,Manager,4,9509,5k-10k,4,Yes,8,2,14,
724,38,36-45,No,Sales,29,4,Other,Female,Sales Executive,1,5849,5k-10k,8,Yes,36,30,15,
725,48,46-55,No,Research & Development,10,1,Marketing,Male,Healthcare Representative,2,8400,5k-10k,1,Yes,31,3,6,
726,31,26-35,Yes,Sales,4,3,Medical,Female,Manager,3,16340,15k+,7,Yes,32,6,4,
727,42,36-45,No,Sales,25,4,Medical,Male,Sales Representative,3,15825,15k+,6,Yes,19,36,3,
