EmpID,Age,Attrition,DistanceFromHome,Education,Gender,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,DepartmentID,EducationFieldID,JobRoleID,AgeGroupID,SalarySlabID
708,53,Yes,26,3,Male,4,6414,2,No,33,33,14,2,1,3,1,2
709,53,No,12,4,Male,3,5144,2,Yes,15,15,15,2,2,2,1,2
710,50,No,18,3,Female,3,5546,5,No,10,10,10,3,2,2,1,2
711,30,Yes,6,4,Male,2,4901,8,No,6,6,6,2,3,6,3,1
712,38,No,6,5,Female,4,2271,0,No,14,0,0,2,3,2,2,1
713,40,Yes,5,2,Male,4,12090,3,Yes,2,0,0,3,2,5,2,3
714,52,No,22,5,Male,3,8768,4,No,5,1,0,1,3,6,1,2
715,52,No,23,3,Female,2,13491,7,No,15,15,5,1,1,8,1,3
716,38,Yes,20,4,Male,2,3723,2,No,13,13,2,3,1,2,2,1
717,32,No,20,2,Male,3,4974,7,Yes,15,5,2,2,3,3,3,1
718,35,No,15,5,Female,4,7345,2,No,12,1,1,1,1,6,3,2
719,40,No,5,2,Female,4,13355,1,No,13,4,4,3,2,5,2,3
720,57,No,26,2,Male,2,5978,6,Yes,9,3,0,1,1,3,5,2
721,35,No,5,4,Male,2,1000,1,No,1,1,1,3,2,2,3,1
722,26,No,8,5,Male,3,3154,0,Yes,17,6,5,1,2,2,3,1
723,42,No,22,2,Female,4,6544,2,No,14,3,3,1,1,6,2,2
724,41,No,26,5,Female,2,17772,3,No,8,5,5,2,1,9,2,4
725,24,No,24,1,Female,3,14481,0,Yes,17,4,3,3,4,8,4,3
726,59,No,3,4,Male,2,3671,6,Yes,23,23,14,1,4,2,5,1
727,34,No,6,1,Female,2,15636,6,Yes,13,0,0,2,1,5,3,4
728,48,Yes,2,1,Female,4,3621,7,No,9,9,9,2,2,3,1,1
729,36,No,10,1,Female,2,2148,5,No,8,8,8,2,2,1,2,1
730,28,No,3,1,Male,1,3595,9,No,8,1,1,2,3,6,3,1
731,27,Yes,2,1,Male,2,4354,0,No,19,6,6,1,4,2,3,1
732,32,No,21,2,Female,4,6658,7,No,3,3,3,2,5,6,3,2
733,43,No,25,1,Male,1,7677,7,Yes,7,7,7,2,1,4,2,2
734,37,No,18,3,Male,1,3164,9,No,5,2,2,2,2,2,2,1
735,39,Yes,21,5,Female,3,6855,9,No,4,4,4,2,1,6,2,2
736,41,No,19,5,Male,3,6604,7,No,4,4,2,2,2,4,2,2
737,35,Yes,17,2,Female,3,13616,4,No,16,0,0,2,2,9,3,3
738,41,No,11,1,Female,3,3314,5,Yes,25,25,5,2,1,3,2,1
739,27,No,17,5,Female,4,4401,0,Yes,0,0,0,2,2,3,3,1
740,33,No,11,5,Male,3,4859,3,No,14,14,8,2,1,6,3,1
741,37,No,6,2,Male,3,15651,0,No,20,1,1,2,4,9,2,4
742,46,Yes,24,3,Male,1,10631,0,No,12,12,9,2,1,4,1,3
743,40,No,9,3,Male,1,4204,9,No,16,3,3,2,5,3,2,1
744,32,No,9,5,Male,3,2258,2,Yes,22,22,1,1,2,1,3,1
745,30,No,27,4,Male,2,18831,7,No,10,1,1,1,4,9,3,4
746,28,No,23,2,Male,4,7966,7,Yes,13,13,7,2,1,3,3,2
747,42,Yes,3,3,Female,1,2602,9,No,17,2,2,1,2,6,2,1
748,46,No,11,2,Female,1,13906,1,No,12,3,3,2,2,8,1,3
749,36,No,24,3,Male,3,1493,0,Yes,18,18,18,3,2,2,2,1
750,45,Yes,26,1,Female,1,4418,7,No,15,4,4,2,5,2,2,1
751,39,No,15,4,Male,2,5093,3,Yes,10,4,3,3,1,3,2,2
752,33,No,21,4,Male,1,10288,0,No,18,6,1,1,1,5,3,3
753,37,Yes,11,1,Female,4,2625,9,No,6,6,6,2,1,1,2,1
754,41,No,18,5,Male,1,9886,6,No,9,4,4,1,2,5,2,2
755,52,Yes,9,4,Female,2,5811,9,No,12,2,2,2,1,6,1,2
756,33,No,14,2,Female,2,4248,4,No,14,1,1,2,1,2,3,1
757,29,Yes,4,5,Male,3,1940,7,Yes,5,2,2,3,2,2,3,1
758,48,No,2,1,Female,3,2829,1,No,14,5,5,1,2,3,1,1
759,26,No,6,3,Female,1,5433,0,No,19,1,1,2,1,2,3,2
760,37,No,23,1,Male,3,8469,2,No,16,6,6,1,5,6,2,2
761,32,No,4,1,Female,3,10681,9,No,1,1,1,2,2,6,3,3
762,32,No,28,5,Male,4,3048,9,Yes,13,13,0,1,2,3,3,1
763,44,No,15,5,Male,4,7579,4,No,12,12,12,2,6,4,2,2
764,45,No,15,1,Male,4,12767,9,Yes,14,2,2,2,3,5,2,3
765,26,No,22,1,Female,2,3566,2,No,4,2,2,2,2,3,3,1
766,38,No,18,2,Male,1,1172,9,Yes,8,8,6,3,1,1,2,1
767,31,No,8,4,Male,1,17182,0,No,18,7,2,2,5,4,3,4
768,39,No,15,1,Female,1,9630,1,No,15,2,2,3,2,4,2,2
769,29,No,7,2,Female,1,16336,7,No,20,5,3,2,4,9,3,4
770,38,No,16,3,Male,3,10414,1,No,2,1,1,2,2,8,2,3
771,46,No,9,5,Male,2,3158,1,Yes,20,1,1,2,2,2,1,1
772,33,No,18,5,Male,3,3034,2,Yes,8,2,2,3,1,2,3,1
773,40,No,28,4,Female,3,3626,5,No,18,6,6,1,1,2,2,1
774,27,No,27,2,Male,1,5694,7,No,3,1,1,2,2,6,3,2
775,29,No,26,4,Male,4,3679,2,Yes,18,4,4,2,3,3,3,1
776,31,Yes,10,5,Male,4,4085,6,Yes,16,3,3,1,5,3,3,1
777,31,No,16,2,Male,2,10314,2,No,10,0,0,2,4,8,3,3
778,44,No,2,5,Male,1,1357,0,No,16,16,14,2,2,1,2,1
779,46,No,25,5,Female,3,7364,5,No,11,0,0,2,1,6,1,2
780,42,No,20,3,Female,4,3346,9,No,18,18,10,2,1,6,2,1
781,31,No,6,4,Female,3,10384,7,No,13,0,0,2,2,6,3,3
782,39,No,20,2,Female,4,8195,8,Yes,21,21,5,2,1,3,2,2
783,46,No,22,3,Male,4,5194,2,Yes,12,12,12,2,1,6,1,2
784,24,Yes,6,1,Female,3,1321,2,Yes,14,5,5,3,4,1,4,1
785,36,No,13,3,Female,2,8770,1,Yes,11,3,0,2,1,3,2,2
786,49,Yes,22,1,Male,1,14999,0,No,3,3,3,3,2,9,1,3
787,30,No,8,1,Female,3,4467,2,Yes,15,0,0,2,1,2,3,1
788,43,No,10,3,Female,3,13224,9,Yes,11,11,11,2,6,4,2,3
789,53,No,2,4,Male,3,10453,2,No,13,6,6,1,2,3,1,3
790,42,No,9,4,Male,2,13901,7,No,15,0,0,3,2,8,2,3
791,44,No,12,2,Female,1,15786,9,No,4,1,1,1,4,9,2,4
792,48,No,14,1,Male,4,3671,1,No,36,36,12,2,2,3,1,1
793,32,No,18,2,Male,1,15745,7,Yes,15,4,4,2,2,4,3,4
794,35,No,17,2,Male,3,9471,1,Yes,11,11,11,1,1,4,3,2
795,34,No,11,3,Male,4,14777,5,No,1,0,0,2,2,9,3,3
796,32,No,16,3,Female,2,8208,3,No,22,22,0,1,6,5,3,2
797,43,No,26,1,Male,2,4322,4,Yes,14,14,3,2,1,6,2,1
798,32,Yes,14,1,Female,3,1882,7,No,13,3,3,2,2,2,3,1
799,55,Yes,15,2,Male,1,2334,1,No,4,3,3,1,5,2,1,1
800,36,No,20,4,Female,3,8018,7,Yes,10,0,0,3,1,4,2,2
801,35,Yes,18,4,Female,4,9473,0,Yes,6,2,2,2,3,3,3,2
802,33,Yes,17,1,Male,1,8851,7,No,4,3,3,2,2,6,3,2
803,41,No,10,3,Female,2,17371,0,No,17,5,5,2,2,5,2,4
804,30,No,2,3,Male,3,4280,2,Yes,17,5,5,2,4,2,3,1
805,38,No,21,3,Male,4,3401,0,Yes,11,9,1,2,2,7,2,1
806,52,Yes,28,4,Male,1,5718,5,No,5,5,1,2,4,2,1,2
807,37,No,21,3,Female,4,12910,5,Yes,7,0,0,1,2,5,2,3
808,36,No,16,2,Female,1,6311,3,No,12,2,2,1,2,3,2,2
809,51,No,15,2,Female,2,9800,2,Yes,21,21,0,2,1,4,1,2
810,26,No,1,2,Male,3,4806,6,No,18,4,2,3,1,3,3,1
811,34,No,5,2,Male,2,10106,7,No,15,1,1,2,1,4,3,3
812,18,No,10,1,Female,1,3239,4,No,8,0,0,1,1,6,4,1
813,52,No,5,5,Male,3,2475,7,No,7,4,4,1,3,2,1,1
814,38,No,27,5,Female,3,12269,5,No,12,0,0,2,2,8,2,3
815,21,No,11,3,Female,2,11133,2,No,7,1,1,2,2,4,4,3
816,44,No,9,2,Male,3,19999,3,No,16,0,0,2,1,8,2,4
817,38,No,18,1,Male,1,7269,1,No,7,2,2,2,2,6,2,2
818,26,No,19,1,Female,4,4083,5,Yes,19,0,0,2,4,2,3,1
819,43,No,16,3,Male,4,14995,1,Yes,17,8,8,2,3,4,2,3
820,30,No,12,4,Male,3,12463,5,Yes,20,20,6,2,2,5,3,3
821,41,No,4,1,Male,4,1878,1,No,4,2,1,2,2,2,2,1
822,43,Yes,14,5,Male,1,5174,6,No,6,1,1,2,1,2,2,2
823,55,No,8,1,Male,1,4688,8,No,8,0,0,2,1,7,1,1
824,43,No,26,4,Female,3,8881,0,Yes,14,2,2,3,4,6,2,2
825,44,Yes,4,2,Male,1,3935,8,No,13,13,13,2,1,1,2,1
826,40,No,10,3,Female,2,16412,7,Yes,7,0,0,2,1,5,2,4
827,41,No,13,3,Female,4,9811,4,No,18,0,0,3,4,6,2,2
828,36,No,5,2,Male,2,19309,9,Yes,11,11,11,2,2,9,2,4
829,30,Yes,1,5,Female,2,3509,8,No,17,5,5,2,1,2,3,1
830,23,No,10,1,Female,4,9164,6,No,6,1,1,1,2,6,4,2
831,53,No,29,2,Male,2,15856,6,Yes,2,1,0,1,1,9,1,4
832,50,Yes,26,1,Female,3,7038,0,No,4,4,4,1,2,3,1,2
833,18,No,27,1,Male,1,14769,2,No,12,0,0,2,1,9,4,3
834,39,Yes,8,1,Female,2,17146,4,No,14,14,0,1,2,9,2,4
835,50,No,26,2,Male,3,2414,2,No,7,0,0,2,1,6,1,1
836,37,No,1,5,Male,4,19999,1,No,19,19,16,1,2,9,2,4
837,42,No,8,1,Male,1,4020,7,Yes,18,2,2,1,2,1,2,1
838,48,No,13,1,Male,2,11716,0,Yes,16,7,7,2,3,6,1,3
839,40,No,8,1,Male,3,4192,8,No,13,4,4,3,1,6,2,1
840,37,No,3,4,Male,4,4056,5,Yes,17,2,2,1,1,3,2,1
841,60,No,24,1,Male,2,2216,5,No,9,3,3,3,2,3,5,1
842,36,No,16,3,Male,4,11504,4,No,3,0,0,1,4,4,2,3
843,41,No,17,1,Female,1,4879,0,No,12,6,6,3,2,2,2,1
844,30,Yes,3,4,Female,1,9818,1,No,4,1,1,2,2,6,3,2
845,43,Yes,9,3,Male,3,6903,8,Yes,8,2,2,2,1,2,2,2
846,47,No,2,2,Female,2,10565,2,No,19,11,1,2,1,4,1,3
847,29,Yes,5,5,Female,2,14992,7,No,17,17,5,1,2,5,3,3
848,55,No,13,1,Female,4,5763,4,Yes,19,16,3,3,4,3,1,2
849,33,No,3,4,Female,2,12274,3,No,6,4,4,2,2,4,3,3
850,53,No,11,3,Male,3,4066,0,No,3,3,3,2,1,3,1,1
851,38,No,26,4,Male,1,1299,1,No,13,5,5,1,2,1,2,1
852,39,Yes,11,4,Male,4,10687,5,No,18,0,0,2,2,4,2,3
853,52,No,24,1,Male,3,1812,0,No,13,5,5,3,2,2,1,1
854,34,Yes,9,3,Female,3,3613,4,No,4,4,1,2,2,2,3,1
855,30,No,22,5,Female,3,5347,6,No,14,0,0,2,2,2,3,2
856,42,No,7,4,Female,4,3237,9,No,6,3,3,2,2,3,2,1
857,59,No,20,4,Male,4,12803,9,Yes,12,10,6,2,4,5,5,3
858,39,No,17,3,Female,1,7907,6,Yes,13,13,12,1,2,3,2,2
859,38,No,7,1,Male,3,9085,0,No,13,3,3,2,2,4,2,2
860,44,No,4,4,Male,3,11861,2,Yes,9,9,9,2,4,4,2,3
861,28,No,9,4,Female,3,5908,2,Yes,14,2,2,1,1,2,3,2
862,44,Yes,16,2,Male,2,7924,0,Yes,16,1,1,1,1,6,2,2
863,32,No,15,5,Female,3,4075,7,No,9,0,0,2,3,6,3,1
864,31,No,18,3,Male,3,14441,3,No,19,10,9,1,3,5,3,3
865,35,No,16,5,Male,3,17106,7,No,26,26,11,2,2,9,3,4
866,21,No,6,1,Male,1,4506,3,No,14,1,1,3,1,3,4,1
867,36,No,4,5,Male,3,3411,3,No,17,5,5,2,1,1,2,1
868,39,No,24,1,Male,4,18793,2,No,11,0,0,1,2,9,2,4
869,26,No,3,4,Male,1,15720,4,No,4,3,3,2,1,5,3,4
870,32,No,13,2,Male,4,16217,2,No,19,4,4,1,1,8,3,4
871,43,No,11,1,Male,1,1492,0,No,10,10,7,1,1,6,2,1
872,28,Yes,7,4,Male,1,8636,8,Yes,11,10,7,3,2,6,3,2
873,40,Yes,18,1,Female,4,10929,6,No,15,4,4,2,2,5,2,3
874,52,No,21,3,Male,1,12667,8,Yes,5,5,5,2,2,5,1,3
875,26,No,28,5,Male,1,9984,2,No,12,2,2,3,2,3,3,2
876,47,Yes,19,1,Male,4,16333,1,Yes,18,13,10,1,2,8,1,4
877,36,No,10,5,Male,2,11130,5,No,15,3,3,1,5,8,2,3
878,39,Yes,17,5,Male,4,10261,0,No,14,1,1,1,2,6,2,3
879,56,No,22,2,Female,1,6447,8,Yes,17,8,8,1,2,4,5,2
880,32,No,11,1,Male,2,2301,2,No,9,2,2,1,1,1,3,1
881,36,Yes,28,5,Male,1,12349,0,No,17,9,9,2,3,6,2,3
882,28,No,5,1,Female,3,13459,0,Yes,4,0,0,1,2,5,3,3
883,42,No,5,5,Male,2,2289,8,No,3,1,1,2,5,1,2,1
884,39,No,21,1,Male,4,2233,2,No,20,8,7,3,2,3,2,1
885,44,No,4,2,Female,1,4854,0,Yes,7,0,0,2,2,2,2,1
886,54,No,28,3,Male,4,3831,5,No,12,0,0,3,1,3,1,1
887,32,No,16,1,Male,3,9732,0,No,12,4,4,3,2,6,3,2
888,43,No,7,2,Male,2,8621,2,No,15,15,5,2,5,4,2,2
889,28,No,12,2,Male,4,3050,9,No,20,20,5,2,2,1,3,1
890,45,No,15,2,Male,3,1621,8,No,3,3,3,2,1,2,2,1
891,26,No,6,4,Male,1,5106,5,Yes,17,17,12,2,2,6,3,2
892,29,Yes,14,3,Male,1,5635,6,No,3,1,1,2,3,2,3,2
893,22,No,11,5,Female,4,3357,7,No,10,0,0,1,1,2,4,1
894,42,No,1,5,Female,3,15874,7,No,2,1,0,1,3,9,2,4
895,30,No,16,2,Female,2,5439,1,No,19,8,8,2,5,6,3,2
896,38,Yes,16,5,Male,1,9364,2,No,22,22,11,2,1,4,2,2
897,23,Yes,21,1,Female,1,1000,8,No,14,10,10,2,5,3,4,1
898,45,No,23,2,Female,2,4656,0,No,4,4,4,1,2,6,2,1
899,37,No,16,5,Female,2,10334,8,No,12,12,7,3,4,6,2,3
900,40,Yes,12,4,Female,3,4287,9,No,2,0,0,2,3,2,2,1
901,41,No,4,3,Male,3,4806,1,No,3,1,0,2,2,3,2,1
902,23,Yes,15,2,Female,1,7691,3,No,12,12,10,2,2,5,4,2
903,45,No,27,2,Male,1,7114,6,No,18,2,2,2,1,6,2,2
904,49,No,14,5,Female,4,4310,3,No,17,9,9,3,2,3,1,1
905,47,No,20,1,Female,3,6572,9,No,14,14,10,2,1,6,1,2
906,40,No,2,5,Male,1,4281,0,No,4,4,4,1,2,3,2,1
907,53,No,29,4,Male,2,2793,8,No,1,1,1,1,2,7,1,1
908,37,Yes,29,1,Female,4,7177,1,Yes,20,20,13,2,4,6,2,2
909,55,No,9,5,Male,1,3664,4,No,3,0,0,2,1,2,1,1
910,19,No,19,3,Male,4,10759,8,Yes,16,15,7,2,1,6,4,3
911,51,No,25,5,Male,4,2863,6,Yes,16,4,4,1,1,4,1,1
912,46,No,13,2,Male,4,5706,3,No,13,4,4,1,2,2,1,2
913,23,No,17,3,Male,4,8773,3,No,17,8,2,3,1,3,4,2
914,39,No,3,2,Male,4,1000,0,No,12,12,9,3,1,3,2,1
915,26,No,20,3,Female,2,19999,6,No,10,3,3,2,1,8,3,4
916,50,No,25,5,Female,1,4480,5,No,15,3,3,1,1,1,1,1
917,28,Yes,11,3,Male,2,10114,6,Yes,7,6,6,2,1,5,3,3
918,34,No,19,4,Female,3,17616,3,No,11,3,3,2,2,9,3,4
919,50,No,22,1,Male,2,4311,4,No,3,3,1,2,2,2,1,1
920,49,No,20,3,Female,3,6228,9,No,1,1,1,2,2,3,1,2
921,41,No,1,5,Female,3,10981,4,Yes,14,1,1,1,2,4,2,3
922,36,No,9,3,Male,4,15293,5,No,7,7,7,2,4,5,2,4
923,39,No,21,5,Female,2,5592,9,No,11,2,2,2,1,7,2,2
924,35,Yes,28,1,Male,3,3636,4,Yes,6,3,0,2,4,7,3,1
925,50,No,1,1,Female,3,3319,8,No,3,0,0,3,2,1,1,1
926,35,Yes,7,4,Female,4,5047,2,Yes,8,4,4,2,2,6,3,2
927,35,Yes,10,2,Male,4,3809,1,No,5,0,0,2,3,6,3,1
928,27,No,11,2,Female,1,14787,1,No,3,1,1,2,4,8,3,3
929,39,No,15,1,Female,4,5749,4,No,19,5,5,2,1,3,2,2
930,39,No,7,4,Male,3,1144,4,Yes,9,5,5,2,2,1,2,1
931,55,No,3,2,Male,4,7110,5,No,20,2,2,2,2,2,1,2
932,30,No,1,4,Male,2,9637,0,Yes,4,1,1,2,1,6,3,2
933,57,No,21,5,Male,1,14874,2,No,11,9,9,2,3,5,5,3
934,22,No,19,4,Male,2,13509,7,No,4,4,4,2,2,9,4,3
935,27,No,15,1,Male,3,1000,7,Yes,5,5,5,2,2,6,3,1
936,48,No,23,5,Male,4,10719,5,No,10,2,2,1,1,5,1,3
937,28,No,1,1,Male,4,3073,0,No,10,8,0,1,2,2,3,1
938,51,No,3,2,Male,3,8919,9,No,12,8,8,2,2,3,1,2
939,45,Yes,19,1,Male,1,2272,0,Yes,1,1,1,2,1,2,2,1
940,52,No,4,1,Male,1,3684,7,No,24,24,16,2,2,2,1,1
941,50,No,18,2,Male,2,14794,5,No,10,10,10,2,2,5,1,3
942,54,Yes,5,1,Male,2,1824,4,No,6,6,3,1,2,1,1,1
943,47,Yes,9,3,Male,2,8402,2,No,10,0,0,2,2,6,1,2
944,30,No,21,1,Male,1,3931,6,No,6,6,6,2,4,2,3,1
945,31,No,4,2,Male,4,7739,3,Yes,2,0,0,2,2,3,3,2
946,28,Yes,19,5,Male,2,2787,4,Yes,12,3,0,2,4,1,3,1
947,54,Yes,12,2,Male,4,2488,6,Yes,17,16,15,2,1,3,1,1
948,35,No,8,4,Female,1,15987,3,Yes,12,12,12,2,1,8,3,4
949,45,No,6,2,Female,3,14556,4,No,14,5,5,1,5,8,2,3
950,50,Yes,27,5,Female,3,2379,8,Yes,12,6,2,3,1,3,1,1
951,43,No,22,2,Male,3,3258,0,No,13,4,1,2,3,6,2,1
952,45,No,10,2,Male,2,5190,4,No,20,10,10,1,2,3,2,2
953,38,No,20,2,Male,3,3726,9,No,6,2,0,2,2,6,2,1
954,46,No,14,2,Female,2,5845,7,No,6,1,1,2,2,6,1,2
955,41,No,29,4,Male,2,2478,0,No,16,16,7,2,2,3,2,1
956,37,No,18,2,Female,4,9243,4,No,14,7,7,2,1,3,2,2
957,48,No,22,5,Female,2,19999,7,No,15,5,1,1,1,8,1,4
958,54,No,19,4,Female,1,6631,2,No,5,3,3,1,4,6,1,2
959,33,No,16,5,Male,4,4000,6,Yes,12,7,7,2,5,6,3,1
960,43,Yes,16,5,Female,3,5098,1,Yes,2,1,1,2,4,2,2,2
961,41,No,4,4,Male,2,2992,1,No,10,10,10,3,4,3,2,1
962,39,Yes,25,1,Male,3,1979,3,No,31,31,13,2,2,1,2,1
963,42,No,29,4,Male,1,9877,8,No,6,1,1,3,4,6,2,2
964,40,No,29,3,Male,1,5307,6,Yes,20,0,0,3,1,3,2,2
965,26,No,7,5,Female,4,9410,3,No,15,14,14,2,3,4,3,2
966,45,No,21,5,Male,2,7293,0,No,13,0,0,1,3,3,2,2
967,40,Yes,5,4,Female,4,2153,3,No,15,5,5,2,2,3,2,1
968,27,No,19,2,Female,1,8538,3,No,14,0,0,2,1,3,3,2
969,43,No,23,1,Male,3,7983,9,No,3,3,3,1,1,4,2,2
970,43,Yes,1,5,Male,3,8396,6,No,4,4,3,3,1,3,2,2
971,36,No,27,1,Male,1,8874,3,Yes,19,19,4,2,2,6,2,2
972,44,No,2,2,Male,3,3300,1,Yes,0,0,0,2,2,6,2,1
973,40,No,25,1,Female,2,5416,7,No,6,2,2,3,4,3,2,2
974,28,No,18,1,Female,4,1571,5,Yes,5,0,0,2,2,3,3,1
975,33,No,9,2,Female,1,6467,5,No,16,16,14,2,2,6,3,2
976,45,No,3,4,Male,2,6099,9,No,14,2,2,1,1,3,2,2
977,30,Yes,24,1,Female,1,7552,6,No,13,6,6,2,4,4,3,2
978,42,Yes,1,3,Male,4,6682,0,No,5,0,0,2,1,2,2,2
979,24,Yes,25,1,Female,3,17927,9,No,17,4,2,2,2,9,4,4
980,36,No,25,1,Male,2,1748,5,No,11,7,7,2,2,2,2,1
981,41,Yes,18,4,Female,3,5672,9,No,12,2,2,1,3,2,2,2
982,50,No,11,2,Male,3,8833,6,No,5,5,5,2,2,5,1,2
983,31,Yes,10,5,Male,3,5678,7,Yes,2,2,2,2,1,6,3,2
984,26,No,18,3,Male,3,17603,0,Yes,12,3,3,2,3,9,3,4
985,56,No,16,1,Female,3,13318,0,No,12,0,0,1,1,5,5,3
986,41,No,27,4,Male,4,18415,2,No,13,2,2,2,2,9,2,4
987,58,No,22,3,Female,3,5128,2,No,3,3,3,1,1,3,5,2
988,36,Yes,7,2,Male,3,1929,8,Yes,9,5,3,1,1,3,2,1
989,29,No,13,2,Male,2,9512,6,No,14,14,14,3,2,6,3,2
990,53,No,26,4,Female,4,12274,9,No,9,9,9,1,2,4,1,3
991,57,No,25,2,Male,4,15992,8,Yes,1,1,1,2,2,8,5,4
992,46,Yes,8,3,Female,4,6518,2,No,11,11,11,3,2,7,1,2
993,33,No,13,1,Female,2,10776,8,Yes,2,2,2,2,2,5,3,3
994,26,No,12,1,Male,4,10552,6,No,8,2,2,1,2,3,3,3
995,55,No,4,5,Male,1,9182,1,No,8,0,0,2,1,4,1,2
996,26,No,4,5,Male,2,9388,1,No,18,11,5,3,4,3,3,2
997,29,No,22,4,Male,4,7251,4,No,5,0,0,2,4,6,3,2
998,37,Yes,28,3,Male,3,4510,0,No,8,2,1,2,1,6,2,1
999,19,No,10,1,Male,3,2509,0,No,8,8,8,2,1,2,4,1
1000,45,No,7,1,Male,2,2729,5,No,9,2,2,2,2,2,2,1
1001,41,No,13,2,Male,1,3690,7,No,13,13,13,2,1,1,2,1
1002,28,No,10,1,Male,3,9214,5,No,9,9,9,3,2,6,3,2
1003,60,Yes,23,4,Female,2,3001,1,No,14,3,3,1,4,2,5,1
1004,47,Yes,25,1,Male,3,3468,1,No,3,3,3,2,1,3,1,1
1005,29,Yes,24,2,Female,4,3631,8,No,20,1,1,3,2,2,3,1
1006,51,No,12,3,Male,3,17869,4,No,35,35,18,1,4,9,1,4
1007,46,No,16,4,Male,4,1000,9,No,5,4,4,2,2,2,1,1
1008,24,No,5,5,Female,3,5607,3,No,18,3,3,2,5,3,4,2
1009,41,No,29,1,Female,1,15591,2,No,17,6,5,2,1,5,2,4
1010,32,Yes,5,1,Female,2,3191,7,No,10,0,0,1,5,2,3,1
1011,28,No,25,4,Male,2,4274,3,No,15,5,1,2,2,3,3,1
1012,38,No,20,3,Female,3,6295,8,Yes,16,3,3,2,2,5,2,2
1013,47,No,19,3,Male,4,8749,5,No,6,2,2,2,3,6,1,2
1014,58,Yes,24,3,Male,3,1000,5,Yes,2,1,1,3,1,2,5,1
1015,26,No,27,1,Male,2,2888,4,No,4,4,0,1,1,3,3,1
1016,59,No,24,1,Male,4,6685,5,Yes,18,3,3,1,4,6,5,2
1017,58,No,24,4,Female,4,4094,0,No,15,0,0,2,2,6,5,1
1018,54,Yes,25,1,Female,4,5236,8,Yes,19,3,3,1,4,3,1,2
1019,24,No,23,3,Female,3,3533,9,No,14,1,1,2,1,3,4,1
1020,22,No,13,2,Male,2,5242,3,No,14,8,8,2,5,3,4,2
1021,39,Yes,17,1,Male,4,1759,3,No,7,3,2,1,3,1,2,1
1022,43,No,28,4,Male,4,3994,2,No,16,0,0,1,2,2,2,1
1023,44,No,14,5,Male,1,3210,4,No,14,1,0,3,2,3,2,1
1024,36,Yes,3,2,Male,3,2885,3,No,14,14,14,2,4,1,2,1
1025,46,No,28,1,Female,3,3471,6,No,15,7,2,3,1,6,1,1
1026,38,No,20,2,Male,4,6596,8,Yes,9,9,7,1,2,6,2,2
1027,52,No,10,1,Female,1,4812,5,Yes,10,0,0,2,4,2,1,1
1028,50,No,16,1,Male,1,3037,5,Yes,11,7,7,2,4,2,1,1
1029,29,No,22,1,Male,4,5439,9,Yes,13,7,1,3,4,2,3,2
1030,38,Yes,12,3,Female,3,1937,3,No,11,11,4,3,1,3,2,1
1031,44,No,8,5,Female,4,14289,2,No,16,2,2,1,2,8,2,3
1032,42,Yes,13,4,Male,4,3798,7,No,8,0,0,2,1,7,2,1
1033,41,No,2,2,Male,1,15757,6,Yes,3,3,1,2,4,5,2,4
1034,36,No,12,3,Male,2,6864,8,Yes,11,11,11,1,2,3,2,2
1035,47,No,7,5,Female,3,1923,9,Yes,13,0,0,2,4,6,1,1
1036,36,No,26,4,Male,1,8156,7,No,19,6,6,1,4,6,2,2
1037,38,No,17,5,Male,2,4004,1,No,13,1,0,2,1,7,2,1
1038,49,No,14,5,Female,4,4925,4,Yes,1,0,0,2,1,6,1,1
1039,38,No,18,4,Male,3,4127,7,Yes,16,0,0,2,1,7,2,1
1040,41,No,4,4,Male,1,6818,4,No,5,1,1,2,4,4,2,2
1041,36,No,5,5,Male,1,3422,2,Yes,5,5,5,1,1,2,2,1
1042,55,Yes,10,3,Female,1,8690,6,No,12,12,11,2,3,4,1,2
1043,25,No,21,4,Male,1,3014,8,Yes,18,1,1,1,5,6,4,1
1044,28,Yes,22,2,Female,3,9938,5,Yes,5,2,2,1,3,4,3,2
1045,53,Yes,8,2,Male,2,3929,3,No,17,17,14,2,1,3,1,1
1046,26,Yes,12,5,Female,3,2441,6,Yes,1,1,1,2,2,2,3,1
1047,51,No,23,2,Female,1,4416,4,No,16,16,5,1,2,2,1,1
1048,40,No,23,1,Male,3,7544,0,No,11,11,5,1,2,6,2,2
1049,59,No,28,2,Female,1,13414,9,Yes,4,4,0,2,1,6,5,3
1050,37,No,17,3,Male,3,13813,6,Yes,8,8,8,3,2,6,2,3
1051,45,No,10,4,Male,2,2055,0,No,13,0,0,1,1,6,2,1
1052,48,No,13,5,Male,3,6975,5,No,26,26,5,3,2,6,1,2
1053,41,No,5,2,Male,3,6571,6,No,8,8,8,1,1,6,2,2
1054,27,No,6,2,Male,3,10660,6,Yes,8,2,2,2,2,6,3,3
1055,52,No,20,4,Male,3,16279,1,No,15,15,15,2,4,9,1,4
1056,50,No,21,5,Female,4,7334,8,No,17,0,0,1,5,3,1,2
1057,43,No,9,1,Female,4,5174,1,Yes,20,20,11,3,1,6,2,2
1058,32,No,18,2,Male,1,16427,4,Yes,5,1,1,2,2,5,3,4
1059,42,No,5,5,Male,1,12226,4,No,5,0,0,2,3,5,2,3
1060,55,No,24,3,Female,4,5136,9,No,18,1,1,2,4,7,1,2
